α	β	r	d	log10(S0)
0.806	0.268	0.104	0.012	3.64
0.806	0.268	0.104	0.012	3.64
0.8069292855663277	0.26839412990664396	0.10399568211931212	0.011988840994387451	3.730638980968136
0.8061854196800807	0.26846552805864365	0.1042412854347684	0.011921264863523443	3.6813132265216737
0.8061854196800807	0.26846552805864365	0.1042412854347684	0.011921264863523443	3.6813132265216737
0.8061854196800807	0.26846552805864365	0.1042412854347684	0.011921264863523443	3.6813132265216737
0.8061854196800807	0.26846552805864365	0.1042412854347684	0.011921264863523443	3.6813132265216737
0.8068729918095003	0.26830210010492	0.1043210556545625	0.01198729397513387	3.760197804538982
0.8062833213953459	0.2680347426147313	0.10453403935187267	0.011940568678019051	3.7397749252748014
0.8062833213953459	0.2680347426147313	0.10453403935187267	0.011940568678019051	3.7397749252748014
0.8062833213953459	0.2680347426147313	0.10453403935187267	0.011940568678019051	3.7397749252748014
0.8062833213953459	0.2680347426147313	0.10453403935187267	0.011940568678019051	3.7397749252748014
0.8062833213953459	0.2680347426147313	0.10453403935187267	0.011940568678019051	3.7397749252748014
0.8062833213953459	0.2680347426147313	0.10453403935187267	0.011940568678019051	3.7397749252748014
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805485821995645	0.2681006975972145	0.10468744132701437	0.011987342299217826	3.7943981146040193
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.805820611014389	0.2683535016206621	0.10490295277929945	0.011971474151719853	3.8087527582608827
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8050827319077103	0.2680243492828315	0.10463317270953859	0.011912465777728075	3.8389753559707667
0.8058135843243567	0.2676287788333107	0.10479299144068453	0.011934117489752448	3.8734683862011616
0.8058135843243567	0.2676287788333107	0.10479299144068453	0.011934117489752448	3.8734683862011616
0.8058135843243567	0.2676287788333107	0.10479299144068453	0.011934117489752448	3.8734683862011616
0.8058135843243567	0.2676287788333107	0.10479299144068453	0.011934117489752448	3.8734683862011616
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8065052294592329	0.2677867443238899	0.10507013799273901	0.011891892337191342	3.839447065473949
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
0.8062791267473217	0.2675671223287176	0.10494170260749286	0.011912067039978744	3.854297870648479
